NodeType,MSRCSecurityUpdateSummary,MSRCSecurityUpdateID,MSRCSecurityUpdatePublishedDate,MSRCSecurityUpdateSource,MSRCSecurityUpdateExploitability
[MSRCSecurityUpdate],This security update addresses a remote code execution vulnerability in Microsoft Edge (Chromium-based). The vulnerability allows an attacker to execute arbitrary code if a user views a specially crafted webpage using Microsoft Edge. The update corrects how Microsoft Edge handles objects in memory.,CVE-2023-36014,09-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36014,Proof-of-Concept
[MSRCSecurityUpdate],This post provides an update on the CVSS scores for the affected products related to the Windows Kernel Security Feature Bypass Vulnerability. It is an informational change only.,CVE-2023-36698,06-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36698,Unproven
[MSRCSecurityUpdate],"This security update addresses a cross-site scripting vulnerability in Microsoft Dynamics 365 (on-premises). The vulnerability could allow an attacker to spoof user interfaces or content, or to direct the user to malicious sites or actions.",CVE-2023-36031,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36031,Proof-of-Concept
[MSRCSecurityUpdate],"This is an informational update on the Microsoft Exchange Server Spoofing Vulnerability. The update provides details on the vulnerability's attack vector, complexity, and the privileges required for an attack. It also provides information on user interaction, scope, and the impact on confidentiality, integrity, and availability. The exploit code maturity, remediation level, and report confidence are also discussed.",CVE-2021-1730,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-1730,Possible
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-5996,09-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5996,Not provided
[MSRCSecurityUpdate],Information published about a security feature bypass vulnerability in Microsoft On-Prem Data Gateway.,CVE-2023-36021,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36021,High
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in Microsoft Edge (Chromium-based). The vulnerability allows an attacker to exploit the vulnerable component over the network without any special access conditions. Successful exploitation requires user interaction and can lead to some loss of confidentiality, integrity, and availability. An official fix is available.",CVE-2023-36027,10-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36027,Requires user interaction
[MSRCSecurityUpdate],This post provides an update on the CVSS scores for the affected products related to the Microsoft Remote Registry Service Remote Code Execution Vulnerability. This is an informational change only.,CVE-2023-36423,16-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36423,Unproven
[MSRCSecurityUpdate],"This security update addresses a vulnerability in the Windows Kernel that could allow an attacker to elevate their privileges. The vulnerability is due to a flaw in the way the kernel handles certain operations, which could be exploited by an attacker to gain higher privileges on the system.",CVE-2023-36403,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36403,Possible
[MSRCSecurityUpdate],"This security update addresses a critical vulnerability in Windows HMAC Key Derivation that could allow an attacker to elevate their privileges. The vulnerability is exploitable locally with low attack complexity and does not require user interaction. Successful exploitation could result in total loss of confidentiality, integrity, and availability of the system.",CVE-2023-36400,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36400,Proof of Concept
[MSRCSecurityUpdate],This security update addresses a vulnerability in Windows Authentication that could allow an attacker to elevate privileges. The vulnerability is due to a flaw in the way Windows handles authentication requests.,CVE-2023-36047,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36047,Proof-of-Concept
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in .NET, .NET Framework, and Visual Studio. The vulnerability allows an attacker to exploit the vulnerable component over the network without any user interaction. The attacker can modify any/all files protected by the impacted component. An official fix is available from the vendor.",CVE-2023-36049,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36049,High
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Microsoft Speech Application Programming Interface (SAPI) that could allow an attacker to elevate their privileges. The vulnerability is due to the way SAPI handles certain requests, which could be exploited by an attacker to execute arbitrary code with elevated privileges.",CVE-2023-36719,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36719,Proof-of-Concept
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in Windows Installer. The vulnerability allows an attacker to exploit the system without any user interaction, leading to total loss of confidentiality, integrity, and availability. The attack complexity is low, and the attacker can expect repeatable success against the vulnerable component.",CVE-2023-36705,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36705,Proof-of-Concept
[MSRCSecurityUpdate],This security update addresses a vulnerability in the Microsoft Local Security Authority Subsystem Service that could lead to information disclosure. The vulnerability has a maximum severity level of 'Important' and the impact type is 'Information Disclosure'. The attack vector is local and the attack complexity is low. The exploit code maturity is unproven and the remediation level is an official fix.,CVE-2023-36428,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36428,Low
[MSRCSecurityUpdate],"This security update addresses a vulnerability in the Windows Common Log File System Driver that could allow an attacker to elevate their privileges. The vulnerability is due to a flaw in the driver that could be exploited by an attacker with local access and low privileges. The impact of this vulnerability is high, affecting the confidentiality, integrity, and availability of the system.",CVE-2023-36424,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36424,Proof of Concept
[MSRCSecurityUpdate],This security update addresses a memory corruption vulnerability in the Windows Scripting Engine. The vulnerability could allow remote code execution if a user views a specially crafted webpage using Internet Explorer. An attacker who successfully exploited this vulnerability could gain the same user rights as the current user.,CVE-2023-36017,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36017,High
[MSRCSecurityUpdate],"This security update addresses a vulnerability in the Windows Kernel that could allow an attacker to elevate their privileges. The vulnerability requires local access and high attack complexity, meaning the attacker needs to invest significant effort to exploit it. The impact of a successful attack could result in total loss of confidentiality, integrity, and availability.",CVE-2023-36405,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36405,Unproven
[MSRCSecurityUpdate],This security update addresses a vulnerability in the Windows Kernel that could lead to information disclosure. The vulnerability can be exploited locally with low attack complexity and requires basic user privileges. The successful exploitation of this vulnerability results in total loss of confidentiality.,CVE-2023-36404,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36404,Low
[MSRCSecurityUpdate],This security update addresses a vulnerability in Windows NTFS that could lead to information disclosure. The vulnerability can be exploited locally with low attack complexity and does not require user interaction. The impact of a successful exploit is high on confidentiality but has no impact on integrity and availability.,CVE-2023-36398,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36398,Low
[MSRCSecurityUpdate],This security update addresses a vulnerability in the Windows User Interface Application Core that could allow remote code execution. The vulnerability is due to a flaw that could allow an attacker to execute arbitrary code in the context of the current user. The update fixes the vulnerability by correcting how the Windows User Interface Application Core handles objects in memory.,CVE-2023-36393,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36393,High
[MSRCSecurityUpdate],"This security update addresses a vulnerability in ASP.NET that allows an attacker to bypass security features. The vulnerability is exploitable over the network without user interaction. The impact of the vulnerability is high, affecting confidentiality, integrity, and availability of the system.",CVE-2023-36560,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36560,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in the Windows Search Service that could allow an attacker to elevate their privileges. The vulnerability is due to a flaw in the service that could be exploited if certain conditions are met.,CVE-2023-36394,14-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36394,High
[MSRCSecurityUpdate],"This post provides updated information about the Microsoft Windows Defender Elevation of Privilege Vulnerability. It details the impact, severity, and metrics of the vulnerability.",CVE-2023-38175,28-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38175,High
[MSRCSecurityUpdate],This post provides information about a vulnerability in Windows SmartScreen that allows security features to be bypassed. The vulnerability has been publicly disclosed and an official fix is available.,CVE-2023-36025,22-11-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36025,High
[MSRCSecurityUpdate],This post provides an update to the security vulnerability in the Microsoft Identity Linux Broker. It includes updated links to security updates and is an informational change only.,CVE-2023-36736,14-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36736,Requires User Interaction
[MSRCSecurityUpdate],"This security update addresses a heap buffer overflow vulnerability in Autodesk® FBX® SDK 2020 or prior. The update also affects all supported versions of 3D Viewer, Microsoft Office 2019, Microsoft Office LTSC 2021, and Microsoft 365 Apps for Enterprise. Microsoft recommends that customers install the updates to be fully protected from the vulnerability.",CVE-2023-27911,14-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-27911,Not provided
[MSRCSecurityUpdate],This post provides information about a vulnerability in Microsoft Azure Kubernetes Service that could allow for elevation of privilege. The vulnerability is critical in severity and can be exploited over the network without any user interaction. The attacker does not require any special access conditions or privileges to exploit this vulnerability. The successful exploitation of this vulnerability could lead to a total loss of confidentiality.,CVE-2023-29332,13-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29332,High
[MSRCSecurityUpdate],"This is an informational update regarding the Raw Image Extension Remote Code Execution Vulnerability. The update provides details about the vulnerability's impact, severity, and base score metrics.",CVE-2023-32051,12-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32051,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4572,31-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4572,Not provided
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is used by Microsoft Edge. The vulnerability is a use-after-free issue in the offline component of Chromium. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-2312,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-2312,Not provided
[MSRCSecurityUpdate],"This security update addresses a type confusion vulnerability in V8, a component of Chromium. The vulnerability is exploited when Microsoft Edge, which is based on Chromium, ingests Chromium. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4352,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4352,Not provided
[MSRCSecurityUpdate],This security update addresses a heap buffer overflow vulnerability in Skia that affects Microsoft Edge (Chromium-based). The vulnerability is documented in the Security Update Guide to announce that the latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4354,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4354,Not provided
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The vulnerability is due to insufficient validation of untrusted input in XML. The latest version of Microsoft Edge is no longer vulnerable.",CVE-2023-4357,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4357,Not provided
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4366,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4366,Not provided
[MSRCSecurityUpdate],"This post provides information about a remote code execution vulnerability in Microsoft Outlook. The vulnerability allows an attacker to execute arbitrary code on the target system. The attack can be carried out over a network and does not require any special access conditions or privileges. User interaction is required for the attack to be successful. The impact of the attack includes loss of confidentiality, integrity, and availability of the system.",CVE-2023-33131,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33131,Proof-of-Concept
[MSRCSecurityUpdate],"This post provides updated FAQ information about the Azure HDInsight Apache Ambari Elevation of Privilege Vulnerability. The vulnerability allows an attacker to exploit the system without any user interaction, leading to a total loss of confidentiality, integrity, and availability. The attacker requires high privileges and the attack complexity is low.",CVE-2023-38156,13-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38156,High
[MSRCSecurityUpdate],"This post is an informational update on the Azure Machine Learning Compute Instance Information Disclosure Vulnerability. It corrects one or more links in the FAQ section. The vulnerability allows an attacker to exploit the vulnerable component via the network, without any user interaction, leading to total loss of confidentiality.",CVE-2023-23382,22-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23382,High
[MSRCSecurityUpdate],"This post provides information about a low severity information disclosure vulnerability in Microsoft Edge (Chromium-based). The vulnerability can be exploited over a network but requires high attack complexity and user interaction. The attacker does not require privileges. The impact of exploiting this vulnerability is limited to some loss of confidentiality, with no impact on integrity or availability.",CVE-2023-38158,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38158,Not provided
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4349,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4349,
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4351,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4351,Not provided
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is used by Microsoft Edge. The vulnerability is a 'use after free' issue in the audio component of Chromium. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4356,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4356,Not specified
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The vulnerability is a 'use after free' issue in DNS. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4358,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4358,Not specified
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4359,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4359,Not provided
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is used by Microsoft Edge. The latest version of Microsoft Edge is no longer vulnerable.",CVE-2023-4360,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4360,Not provided
[MSRCSecurityUpdate],"This security update addresses a heap buffer overflow vulnerability in Mojom IDL of Chromium, which is consumed by Microsoft Edge. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4362,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4362,Not provided
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4363,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4363,Not specified
[MSRCSecurityUpdate],"This is an informational update regarding a cross-site scripting vulnerability in Dynamics Finance and Operations. The vulnerability can lead to spoofing with a maximum severity level of 'Important'. The attack vector is network-based with low attack complexity. User interaction is required for successful exploitation. The confidentiality impact is high, while the integrity impact is low and there is no impact on availability.",CVE-2023-36800,13-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36800,Not provided
[MSRCSecurityUpdate],This security update addresses a spoofing vulnerability in Microsoft Office. The vulnerability allows an attacker to exploit the system by tricking a legitimate user into opening a malicious document. The attack complexity is low and does not require any special access conditions. The impact of the vulnerability is moderate with a high impact on the integrity of the system.,CVE-2023-41764,12-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41764,User Interaction Required
[MSRCSecurityUpdate],"This is an informational update regarding a vulnerability in the Windows Geolocation Service that could allow remote code execution. The vulnerability has a maximum severity level of 'Important' and requires user interaction for successful exploitation. The impact of a successful attack could result in total loss of confidentiality, integrity, and availability of the system.",CVE-2023-35343,24-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35343,High
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is used by Microsoft Edge. The vulnerability is due to an inappropriate implementation in Fullscreen. The latest version of Microsoft Edge is no longer vulnerable.",CVE-2023-4350,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4350,Not specified
[MSRCSecurityUpdate],"This security update addresses a heap buffer overflow vulnerability in ANGLE, a component of Chromium. The vulnerability is addressed by Microsoft Edge (Chromium-based) which ingests Chromium. The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.",CVE-2023-4353,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4353,Not specified
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The vulnerability allows for out of bounds memory access in V8. The latest version of Microsoft Edge is no longer vulnerable.",CVE-2023-4355,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4355,Not provided
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is consumed by Microsoft Edge. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4364,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4364,Not provided
[MSRCSecurityUpdate],This security update addresses a vulnerability in the Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4365,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4365,Not provided
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4368,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4368,Not provided
[MSRCSecurityUpdate],This post provides updated information on the security feature bypass vulnerability in Microsoft Edge (Chromium-based). The vulnerability allows an attacker to exploit the vulnerable component over the network without any specialized access conditions or extenuating circumstances. Successful exploitation requires user interaction and can lead to some loss of confidentiality and data modification. An official fix is available.,CVE-2021-34506,17-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34506,Requires user interaction
[MSRCSecurityUpdate],"This post provides information about an elevation of privilege vulnerability in Microsoft Exchange Server. The vulnerability allows an attacker to exploit the vulnerable component from the network level without any user interaction or special access conditions. Successful exploitation can lead to total loss of confidentiality, integrity, and availability of the impacted component.",CVE-2023-21709,17-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21709,Unproven
[MSRCSecurityUpdate],This post provides an update on the Microsoft Outlook Remote Code Execution Vulnerability. The update is informational and includes updated product information in the Software Update table.,CVE-2023-36895,04-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36895,Unproven
[MSRCSecurityUpdate],"This post provides an update on the Azure Machine Learning Information Disclosure Vulnerability. The post is informational and includes a correction to one or more links in the FAQ. No new features, fixes, or tools are introduced in this update.",CVE-2023-28312,22-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28312,
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in Microsoft Edge (Chromium-based). The vulnerability allows an attacker to gain unauthorized access and privileges on the affected system. The vulnerability is exploitable over the network and requires user interaction for successful exploitation. The impact of successful exploitation includes total loss of confidentiality, integrity, and availability of the system resources.",CVE-2023-36787,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36787,Proof-of-Concept
[MSRCSecurityUpdate],"This security update addresses a vulnerability in Chromium, which is used by Microsoft Edge. The vulnerability is due to an inappropriate implementation in Autofill. The latest version of Microsoft Edge is no longer vulnerable to this issue.",CVE-2023-4361,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4361,Not specified
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2023-4367,21-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4367,Not provided
[MSRCSecurityUpdate],This is an informational update regarding the Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability. The links to the Windows Update Catalog have been updated.,CVE-2023-24872,03-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24872,Unproven
[MSRCSecurityUpdate],"This post provides an update on the security vulnerability CVE-2022-29900, which affects certain AMD processor models. The mitigation for this vulnerability requires a Windows update. The post also includes information about the potential performance impact of the updates and the steps Microsoft is taking to address the vulnerability.",CVE-2022-29900,04-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29900,Less Likely
[MSRCSecurityUpdate],"This is an informational update regarding the elevation of privilege vulnerability in .NET, .NET Framework, and Visual Studio. The update provides updated links to security updates.",CVE-2023-24936,12-09-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24936,Not provided
[MSRCSecurityUpdate],"This is an informational update regarding the Windows Kernel Elevation of Privilege Vulnerability. The update provides details about the vulnerability, its impact, severity, and various metrics related to the vulnerability.",CVE-2023-35359,24-08-2023,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35359,Unproven
[MSRCSecurityUpdate],"This post provides an informational update on the BitLocker Security Feature Bypass Vulnerability. No specific symptoms, causes, fixes, or affected products are mentioned.",CVE-2024-20666,12-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20666,Not specified
[MSRCSecurityUpdate],"This is an informational update on the Microsoft Virtual Hard Disk Elevation of Privilege Vulnerability. The update provides details on the impact, severity, and metrics of the vulnerability.",CVE-2024-20658,12-01-2024,,Unproven
[MSRCSecurityUpdate],"This post provides information on a security feature bypass vulnerability in Microsoft.Data.SqlClient and System.Data.SqlClient SQL Data Provider. The vulnerability allows an attacker to bypass security features, potentially leading to unauthorized access or information disclosure.",CVE-2024-0056,12-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-0056,Unproven
[MSRCSecurityUpdate],"This post provides a solution for the security feature bypass vulnerability found in NET, .NET Framework, and Visual Studio. The vulnerability allows an attacker to bypass security features and gain unauthorized access. The affected versions of PowerShell 7 are also mentioned.",CVE-2024-0057,12-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-0057,High
[MSRCSecurityUpdate],"This post provides an update on the .NET Framework Denial of Service Vulnerability, correcting the download and article links in the Security Updates table. This is an informational change only.",CVE-2024-21312,12-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21312,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in Chromium Open Source Software (OSS) which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2024-0333,11-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-0333,Not provided
[MSRCSecurityUpdate],This security update addresses a spoofing vulnerability in Windows Nearby Sharing. The vulnerability allows an attacker to exploit the vulnerable component over the network without requiring any special access conditions or privileges. Successful exploitation requires user interaction and results in a total loss of integrity of the affected component.,CVE-2024-20690,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20690,High
[MSRCSecurityUpdate],"This security update addresses a vulnerability in SQLite that allows an array-bounds overflow, potentially leading to remote code execution. The vulnerability has been addressed in the updated SQLite library included in various versions of Windows and Windows Server.",CVE-2022-35737,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35737,Not specified
[MSRCSecurityUpdate],"Information about a security feature bypass vulnerability in Microsoft Edge (Chromium-based). The vulnerability has a low severity and requires user interaction for successful exploitation. The impact of the vulnerability is limited to some loss of confidentiality, possible data modification, and reduced performance or interruptions in resource availability.",CVE-2024-20675,11-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20675,Low
[MSRCSecurityUpdate],This security update addresses a remote code execution vulnerability in Windows Libarchive. The vulnerability allows an attacker to execute arbitrary code on the target system. The severity of the vulnerability is marked as important.,CVE-2024-20697,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20697,High
[MSRCSecurityUpdate],"This security update addresses a Denial of Service vulnerability in Windows Hyper-V. The vulnerability allows an attacker to cause a total loss of availability, resulting in the attacker being able to fully deny access to resources in the impacted component.",CVE-2024-20699,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20699,High
[MSRCSecurityUpdate],This security update addresses a critical vulnerability in Windows Hyper-V that could allow remote code execution if a user opens a specially crafted document or visits a malicious webpage that contains embedded TrueType fonts.,CVE-2024-20700,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20700,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in the Microsoft Printer Metadata Troubleshooter Tool that could allow remote code execution. The vulnerability is due to the tool's handling of certain files and could be exploited if a user opens a specially crafted file.,CVE-2024-21325,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21325,High
[MSRCSecurityUpdate],This security update addresses a Denial of Service vulnerability in .NET Core and Visual Studio. The vulnerability can be exploited over the network without user interaction and does not require any special access conditions. The impact of the vulnerability is a total loss of availability of the affected component.,CVE-2024-20672,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20672,High
[MSRCSecurityUpdate],Information published. The page you were looking for was either not found or not available!,CVE-2023-48631,11-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-48631,Not available
[MSRCSecurityUpdate],"Information published about a vulnerability in Microsoft's Online Certificate Status Protocol (OCSP) that allows for remote code execution. The vulnerability has a high attack complexity and requires high privileges for successful exploitation. The impact of a successful attack is high, affecting confidentiality, integrity, and availability of the system.",CVE-2024-20655,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20655,High
[MSRCSecurityUpdate],"This security update addresses an elevation of privilege vulnerability in Visual Studio. The vulnerability allows an attacker to exploit the system locally with low complexity and low privilege requirements. The impact of the vulnerability includes total loss of confidentiality, integrity, and availability of the system.",CVE-2024-20656,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20656,
[MSRCSecurityUpdate],"This security update addresses a vulnerability in the Windows Online Certificate Status Protocol (OCSP) that could lead to information disclosure. The vulnerability can be exploited over the network with low attack complexity and no user interaction required. The attacker would need high privileges to exploit this vulnerability. The impact of this vulnerability is a high loss of confidentiality, but no impact on integrity or availability.",CVE-2024-20662,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20662,High
[MSRCSecurityUpdate],This security update addresses a vulnerability in Adobe Software which is consumed by Microsoft Edge (Chromium-based). The latest version of Microsoft Edge (Chromium-based) is no longer vulnerable.,CVE-2024-20709,11-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20709,Less Likely
[MSRCSecurityUpdate],This security update addresses an elevation of privilege vulnerability in the Windows Subsystem for Linux. The vulnerability allows an attacker to gain elevated privileges and potentially compromise the system.,CVE-2024-20681,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20681,Possible
[MSRCSecurityUpdate],"This post provides a solution for the Win32k Elevation of Privilege Vulnerability. The vulnerability allows an attacker to exploit the system locally with low complexity and low privileges required. The impact of this vulnerability is high, affecting confidentiality, integrity, and availability of the system.",CVE-2024-20686,09-01-2024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-20686,High
